pk_date;bk_period;full_name_date;day_number_of_week;day_name;month_name;month_number_of_year;day_number_of_year;week_number_of_year;calendar_quarter;calendar_year;day_number_of_month
20191020;20/10/2019;Sunday, October 20, 2019;1;Sunday;October;10;293;42;4;2019;20
20191021;21/10/2019;Monday, October 21, 2019;2;Monday;October;10;294;43;4;2019;21
20191022;22/10/2019;Tuesday, October 22, 2019;3;Tuesday;October;10;295;43;4;2019;22
20191023;23/10/2019;Wednesday, October 23, 2019;4;Wednesday;October;10;296;43;4;2019;23
20191024;24/10/2019;Thursday, October 24, 2019;5;Thursday;October;10;297;43;4;2019;24
20191025;25/10/2019;Friday, October 25, 2019;6;Friday;October;10;298;43;4;2019;25
20191026;26/10/2019;Saturday, October 26, 2019;7;Saturday;October;10;299;43;4;2019;26
20191027;27/10/2019;Sunday, October 27, 2019;1;Sunday;October;10;300;43;4;2019;27
20191028;28/10/2019;Monday, October 28, 2019;2;Monday;October;10;301;44;4;2019;28
20191029;29/10/2019;Tuesday, October 29, 2019;3;Tuesday;October;10;302;44;4;2019;29
20191030;30/10/2019;Wednesday, October 30, 2019;4;Wednesday;October;10;303;44;4;2019;30
20191031;31/10/2019;Thursday, October 31, 2019;5;Thursday;October;10;304;44;4;2019;31
20191101;01/11/2019;Friday, November 1, 2019;6;Friday;November;11;305;44;4;2019;1
20191102;02/11/2019;Saturday, November 2, 2019;7;Saturday;November;11;306;44;4;2019;2
20191103;03/11/2019;Sunday, November 3, 2019;1;Sunday;November;11;307;44;4;2019;3
20191104;04/11/2019;Monday, November 4, 2019;2;Monday;November;11;308;45;4;2019;4
20191105;05/11/2019;Tuesday, November 5, 2019;3;Tuesday;November;11;309;45;4;2019;5
20191106;06/11/2019;Wednesday, November 6, 2019;4;Wednesday;November;11;310;45;4;2019;6
20191107;07/11/2019;Thursday, November 7, 2019;5;Thursday;November;11;311;45;4;2019;7
20191108;08/11/2019;Friday, November 8, 2019;6;Friday;November;11;312;45;4;2019;8
20191109;09/11/2019;Saturday, November 9, 2019;7;Saturday;November;11;313;45;4;2019;9
20191110;10/11/2019;Sunday, November 10, 2019;1;Sunday;November;11;314;45;4;2019;10
20191111;11/11/2019;Monday, November 11, 2019;2;Monday;November;11;315;46;4;2019;11
20191112;12/11/2019;Tuesday, November 12, 2019;3;Tuesday;November;11;316;46;4;2019;12
20191113;13/11/2019;Wednesday, November 13, 2019;4;Wednesday;November;11;317;46;4;2019;13
20191114;14/11/2019;Thursday, November 14, 2019;5;Thursday;November;11;318;46;4;2019;14
20191115;15/11/2019;Friday, November 15, 2019;6;Friday;November;11;319;46;4;2019;15
20191116;16/11/2019;Saturday, November 16, 2019;7;Saturday;November;11;320;46;4;2019;16
20191117;17/11/2019;Sunday, November 17, 2019;1;Sunday;November;11;321;46;4;2019;17
20191118;18/11/2019;Monday, November 18, 2019;2;Monday;November;11;322;47;4;2019;18
20191119;19/11/2019;Tuesday, November 19, 2019;3;Tuesday;November;11;323;47;4;2019;19
20191120;20/11/2019;Wednesday, November 20, 2019;4;Wednesday;November;11;324;47;4;2019;20
20191121;21/11/2019;Thursday, November 21, 2019;5;Thursday;November;11;325;47;4;2019;21
20191122;22/11/2019;Friday, November 22, 2019;6;Friday;November;11;326;47;4;2019;22
20191123;23/11/2019;Saturday, November 23, 2019;7;Saturday;November;11;327;47;4;2019;23
20191124;24/11/2019;Sunday, November 24, 2019;1;Sunday;November;11;328;47;4;2019;24
20191125;25/11/2019;Monday, November 25, 2019;2;Monday;November;11;329;48;4;2019;25
20191126;26/11/2019;Tuesday, November 26, 2019;3;Tuesday;November;11;330;48;4;2019;26
20191127;27/11/2019;Wednesday, November 27, 2019;4;Wednesday;November;11;331;48;4;2019;27
20191128;28/11/2019;Thursday, November 28, 2019;5;Thursday;November;11;332;48;4;2019;28
20191129;29/11/2019;Friday, November 29, 2019;6;Friday;November;11;333;48;4;2019;29
20191130;30/11/2019;Saturday, November 30, 2019;7;Saturday;November;11;334;48;4;2019;30
20191201;01/12/2019;Sunday, December 1, 2019;1;Sunday;December;12;335;48;4;2019;1
20191202;02/12/2019;Monday, December 2, 2019;2;Monday;December;12;336;49;4;2019;2
20191203;03/12/2019;Tuesday, December 3, 2019;3;Tuesday;December;12;337;49;4;2019;3
20191204;04/12/2019;Wednesday, December 4, 2019;4;Wednesday;December;12;338;49;4;2019;4
20191205;05/12/2019;Thursday, December 5, 2019;5;Thursday;December;12;339;49;4;2019;5
20191206;06/12/2019;Friday, December 6, 2019;6;Friday;December;12;340;49;4;2019;6
20191207;07/12/2019;Saturday, December 7, 2019;7;Saturday;December;12;341;49;4;2019;7
20191208;08/12/2019;Sunday, December 8, 2019;1;Sunday;December;12;342;49;4;2019;8
20191209;09/12/2019;Monday, December 9, 2019;2;Monday;December;12;343;50;4;2019;9
20191210;10/12/2019;Tuesday, December 10, 2019;3;Tuesday;December;12;344;50;4;2019;10
20191211;11/12/2019;Wednesday, December 11, 2019;4;Wednesday;December;12;345;50;4;2019;11
20191212;12/12/2019;Thursday, December 12, 2019;5;Thursday;December;12;346;50;4;2019;12
20191213;13/12/2019;Friday, December 13, 2019;6;Friday;December;12;347;50;4;2019;13
20191214;14/12/2019;Saturday, December 14, 2019;7;Saturday;December;12;348;50;4;2019;14
20191215;15/12/2019;Sunday, December 15, 2019;1;Sunday;December;12;349;50;4;2019;15
20191216;16/12/2019;Monday, December 16, 2019;2;Monday;December;12;350;51;4;2019;16
20191217;17/12/2019;Tuesday, December 17, 2019;3;Tuesday;December;12;351;51;4;2019;17
20191218;18/12/2019;Wednesday, December 18, 2019;4;Wednesday;December;12;352;51;4;2019;18
20191219;19/12/2019;Thursday, December 19, 2019;5;Thursday;December;12;353;51;4;2019;19
20191220;20/12/2019;Friday, December 20, 2019;6;Friday;December;12;354;51;4;2019;20
20191221;21/12/2019;Saturday, December 21, 2019;7;Saturday;December;12;355;51;4;2019;21
20191222;22/12/2019;Sunday, December 22, 2019;1;Sunday;December;12;356;51;4;2019;22
20191223;23/12/2019;Monday, December 23, 2019;2;Monday;December;12;357;52;4;2019;23
20191224;24/12/2019;Tuesday, December 24, 2019;3;Tuesday;December;12;358;52;4;2019;24
20191225;25/12/2019;Wednesday, December 25, 2019;4;Wednesday;December;12;359;52;4;2019;25
20191226;26/12/2019;Thursday, December 26, 2019;5;Thursday;December;12;360;52;4;2019;26
20191227;27/12/2019;Friday, December 27, 2019;6;Friday;December;12;361;52;4;2019;27
20191228;28/12/2019;Saturday, December 28, 2019;7;Saturday;December;12;362;52;4;2019;28
20191229;29/12/2019;Sunday, December 29, 2019;1;Sunday;December;12;363;52;4;2019;29
20191230;30/12/2019;Monday, December 30, 2019;2;Monday;December;12;364;53;4;2019;30
20191231;31/12/2019;Tuesday, December 31, 2019;3;Tuesday;December;12;365;53;4;2019;31
